equipment_type_desc,category,sum_power
Kitchen/aisle Outlet,Other,74.261
Kitchen/Dining,Other,1971.614
Kitchen/dining Lights,Other,664.543
Kitchen/Dining Outlets,Other,176.757
Laundry,Other,107.638
Laundry Lights + Master Bth Lights And Fan,Other,512.7470000000001
Laundry Plug,Other,57.356
Laundry Room,Other,810.432
Laundry Room Lights,Other,699.867
Laundry Room Lights And Outlets,Other,349.149
"Laundry Room Lights, Family Room Outlet, And Master Outlets",Other,837.89
Laundry Room Lights/back Porch,Other,204.701
Laundry Room Outlet ,Appliances,359.019
Laundry Room Outlets,Other,99.474
Laundry Room Outlets ,Other,441.816
Library Outlets,Other,1918.393
Light,Other,804.087
Light & Plugs,Other,3207.784
Light #2,Other,7049.299
Lighting,Other,18276.959
Lighting ,Other,4320.799
Lighting - All Bedrooms,Other,910.0550000000001
Lighting 1,Other,321.59000000000003
Lighting 2,Other,2477.649
Lighting 3,Other,13.578000000000001
Lighting 4,Other,281.426
Lighting 5,Other,8075.686000000001
Lighting 6,Other,63.817
"Lighting Bdrm 2, Bth 1, Mst Bth",Other,275.911
Lighting Circuit,Other,2260.1620000000003
Lighting Circuit. Could Also Contain Outlets,Other,1641.601
Lighting Den,Other,2307.783
Lighting Mst Bdrm,Other,2348.045
Lighting North Basement,Other,8793.756
Lighting Over Sink,Other,1147.567
"Lighting, Garage & Rec Room",Other,3049.278
Lights,Other,34035.816999999995
Lights ,Other,14146.988
Lights & Miscellaneous,Other,735.446
Lights & Outlets 1,Other,527.082
Lights & Outlets 2,Other,144.639
Lights & Outlets In Master Bed & Bath,Other,1347.606
Lights & Plugs,Other,2810.128
Lights & Plugs 1,Other,73.121
Lights & Plugs 2,Other,98.254
Lights & Plugs 3,Other,170.523
Lights & Plugs 4,Other,2975.247
Lights + Plugs,Other,3138.92
Lights + Water Heater,Other,406.999
Lights 1,Other,889.357
Lights 10,Other,642.182
Lights 11,Other,36.707
Lights 12,Other,633.456
Lights 2,Other,7821.915
Lights 3,Other,0.001
Lights And Outlets,Other,23196.665999999994
Lights And Outlets And Ceiling Fan,Other,1354.02
Lights And Plug North End,Other,1527.359
Lights And Plugs,Other,1553.879
Lights And Plugs 1,Other,6300.164
Lights And Plugs 2,Other,37.398
Lights And Plugs 2&3,Other,5437.429
Lights And Plugs 3,Other,225.93
Lights And Plugs 4,Other,595.312
Lights And Plugs 4&5,Other,9484.407
Lights And Plugs 5,Other,498.423
Lights And/or Outlets For Multiple Rooms,Other,778.1560000000001
Lights And/or Outlets In Beds & Baths,Other,1032.042
"Lights In Living, Dining, Kitchen, In Front Of Bathroom",Other,351.27
Lights In Utility Area,Other,734.35
"Lights, Kitchen, Dining Rm",Other,1056.272
"Lights, LR/Dining",Other,404.476
"Lights, Master Bed Heater, TV Room",Other,1157.246
"Lights, Recp Master Bd Rm & Storage",Other,300.561
Lights/kitchen,Other,2689.329
Lights/outlets,Other,2997.387
Lights/Outlets,Other,3.186
Lights/plugs,Other,2883.332
Lights/smoke Alarm,Other,256.535
"Likely Lighting In Laundry, Office, Upstairs Bath",Other,2409.3
Lites,Other,10159.767
Lites - 2nd & 3rd Floor,Other,1504.084
Lites - 2nd Floor,Other,2205.489
Lites - Basement,Other,143.215
Lites / West Attics,Other,1726.458
Lites & Plugs,Other,1941.315
Liv - FBRM - GFCI,Other,53.297
Living Area,Other,1056.778
"Living Rm Lights, Fam Rm Lights, Recp",Other,1030.536
Living Rm Wall,Other,409.869
"Living Rm, Kitchen & Garage Lights ",Other,235.689
"Living Rm, Porch, Ext GFI",Other,1484.02
Living Room,Other,27824.93
Living Room & Middle Bed,Other,7700.083
Living Room And Entrance Lights,Other,124.739
Living Room External Wall Outlets/garage Lights,Other,1314.816
Living Room Lights,Other,893.025
Living Room Lights And Outlets,Other,5903.915
Living Room Outlets,Other,9970.651
Living Room Plugs,Other,13.44
Living Room Plugs & Garage Plugs,Other,897.176
Living Room Radiant Ceiling Heat,Heating,24.039
Living Room Receptacles,Other,2105.507
Living Room Wall Heating Units ,Other,2014.611
"Living Room, Mud Room",Other,1616.812
"Living Room, Patio, And Laundry Room Lights",Other,4697.53
Living Room/Ext Outlets,Other,636.556
Living Room/south Bedroom Circuit 1,Other,1926.91
Living Room/south Bedroom Circuit 2,Other,503.88300000000004
Living-Dining Heat ,Heating,0.12000000000000001
Living/ Main Light Kitchen Lights/ Liv Plugs,Other,1656.945
"Lt HW & Door Bell, Old Washer Outlet",Other,141.427
Lwr Lvl Furnace ,Heating,35.218
M. Bath/M. Bed/Bed 2 Lts,Other,1595.852
Main Bath GFI,Other,9.925
"Main Bath GFI, Kitchen Plugs",Other,255.957
Main Door Lite,Other,52.084
Main Floor Bathroom,Other,475.507
Main Furnace ,Heating,298.94100000000003
Main Kitchen Outlets,Other,1834.355
Main Lights,Other,646.4979999999999
Mast BR Heater,Heating,324.487
Master,Other,1141.45
Master - BR - C/o,Other,0.038000000000000006
Master - BR - C/o ,Other,6.722
Master Bath,Other,2015.634
Master Bath & Bedroom,Other,71.729
Master Bath And Front Bath Outlets,Other,603.451
Master Bath GFI,Other,53.910000000000004
Master Bath Heater,Heating,0.017
Master Bath Jacuzzi ,Other,4.061
Master Bath Lights,Other,1615.677
Master Bath Outlets,Other,51.826
Master Bath Plugs,Other,2518.23
"Master Bath, Floor Heat",Heating,458.467
"Master Bath, Hall Bath, Living/Kit Wall",Other,4390.365
Master Bathroom,Other,435.829
Master Bathroom - Outlet,Other,112.171
Master Bathroom And Master Bedroom - Outlets,Other,483.427
Master Bathroom Lights And Outlets,Other,109.73
Master Bed,Other,659.5640000000001
Master Bed / Main Floor Guest,Other,1597.275
Master Bed Outlets,Other,4.638
"Master Bed, Bath",Other,2646.069
Master Bed/Bed #2,Other,480.397
Master Bederoom,Other,193.424
Master Bedroom,Other,4481.503
Master Bedroom GFCI,Other,63.001
Master Bedroom Lights And Outlets,Other,85.803
Master Bedroom Rec,Other,634.1800000000001
Master Bedroom Sub Panel,Other,8556.458999999999
Master Bedroom Subpanel,Other,1334.543
"Master Bedroom, Bedroom",Other,639.915
"Master Bedroom, Master Bath, Living Room Outlets",Other,398.492
Master Bedroom/bathroom,Other,614.011
Master Suite,Other,632.4929999999999
Mechanical Room,Other,7.003
Mechanical Room Sub Panel ,Other,7463.8099999999995
Micro,Appliances,88.396
Micro,Other,192.94
Micro GFCI,Other,474.277
Microwave,Appliances,9935.513000000003
Microwave,Other,7718.861
Microwave ,Appliances,24.46
Microwave & Hood,Appliances,109.149
Microwave + Other,Appliances,406.241
Microwave And Hood,Other,269.233
Microwave And Kitchen Outlets,Appliances,1766.796
Microwave Hood,Other,124.741
Microwave Outlet,Other,102.293
Microwave Outlets,Appliances,254.51500000000001
Microwave Oven,Appliances,63.316
Microwave Oven ,Appliances,30.294999999999998
"Microwave, Hood, And Range Display",Other,509.153
Mini Split,Heating,19370.885
Motor Home,Other,2.676
"N & S Kitchen Outlets, Washer, Computer",Other,647.701
N/A - Air Handler,AC,6225.343
N/A - Furnace,Heating,515.655
Natural Gas - Stove/Fireplace,Heating,1028.662
Natural Gas Furnace Fan ,Heating,9401.338
NE Kitchen Plugs,Other,24.922
New Comp. Plug,Other,4.953
Nook,Other,601.517
Nook Plugs,Other,886.059
"North Bedroom, Guest Bath, Master Bath Vanity",Other,484.815
"North/west Bath Plugs, Soffit Plugs South",Other,228.494
Nutone Fan,Other,62.714
NW Corner Of House,Other,3695.953
O/s Lts Garage And Down Rain,Other,1029.558
Office,Other,2861.208
Office & Master Bath,Other,754.529
Office And Computer,Other,43.096
"Office Kitchen Lights, Middle & Rear Bedroom",Other,5444.595
Office Outlets,Other,1579.789
"Office, Garage, Overhead Door",Other,7878.44
Office/Shed Outlets,Other,61.299
Oil/Kerosene - Boiler,Heating,539.875
Oil/Kerosene - Furnace,Heating,799.345
Old Dining Room Heat Cct,Heating,0
Old Dishwasher Cct,Other,0
Old Oven Outlet,Other,2.095
On Beds ,Other,89.637
Open Heat,Other,0
Outdoor,Other,911.846
Outdoor Freezer,Appliances,0.44
Outdoor Outlet,Other,139.207
Outdoor Shed,Other,450.64799999999997
Outhlets,Other,313.451
Outlet,Other,480.778
Outlet For Chest Freezer And Other Misc,Appliances,1138.285
Outlet For Garage Freezer,Other,47.506
Outlet Next To Refrigerator,Other,397.402
Outlet Used For Refrigerator And Window AC,Other,351.935
Outlets,Other,7388.958
Outlets 1,Other,200.199
Outlets 2,Other,131.795
Outlets And Lights,Other,5.995
"Outlets In Mud Room, Contains 1 Upright And 1 Chest Freezer",Other,4476.247
Outlets In Utility Area,Other,955.0780000000001
Outside,Other,30.177000000000003
Outside Lights,Other,1742.259
Outside Lights And Outlets,Other,786.954
Outside Outlet ,Other,92.46
Outside Outlet & Other Misc,Other,1670.413
Outside Outlet: Back Porch Only,Other,15.864
Outside Outlet: N Side Of House Only,Other,203.01700000000002
Outside Plug,Other,22.249000000000002
Outside Plugs,Other,302.528
Outside Receptacle,Other,1763.981
Outside Receptcle,Other,295.152
Outside Receptical,Other,84.45599999999999
Outside Water Feature,Other,0
Panel B ,Other,17843.536
Panel Cct 13a,Other,0.005
Panel Cct 13b,Other,115.215
Panel Cct 14b,Other,140.028
Panel Cct 15b,Other,1526.155
Panel Label = Freezer,Other,107.423
Panel Label: [Blank],Other,28.566
Panel Label: Bath GFI,Other,1.275
Panel Label: Bonus Room,Other,1226.194
Panel Label: East Bed AF,Other,158.439
Panel Label: Entertainment,Other,677.103
Panel Label: Entry,Other,880.15
Panel Label: Family Plugs,Other,789.792
Panel Label: Family Rm. Lts. Plugs,Other,388.42
Panel Label: Garage Door Opener,Other,842.919
Panel Label: Jet Tub,Other,168.752
Panel Label: Kitchen Lts.,Other,264.029
Panel Label: Master Bath/Powder Bath,Other,177.433
Panel Label: Master Bed AF,Other,264.97200000000004
Panel Label: Up Hall/Bath,Other,175.163
Panel Label: Vacuum,Other,20.593
Panel Label: X-Mas,Other,39.485
Pantry Freezer Plug,Other,146.558
Photo ,Other,10.177
Pool,Other,22.049
Post Lights & Outside Light,Other,1594.59
Powder Room,Other,66.891
Powder Room GFCI,Other,21.12
Printer + Outside Gar Rec,Other,10.54
Propane - Water Heater - Fossil Fuel Condensing,Other,123.43
Pump,Other,0.559
Radiant Ceiling Heat 1,Heating,927.531
Radiant Ceiling Heat 2,Heating,54.91
Range,Appliances,6452.374000000001
Range,Other,0
Range ,Appliances,397.673
Range Hood,Appliances,61.751
Range Hood/Wall Socket ,Other,89.15
Range Oven ,Appliances,468.951
Rec Rm Outlets,Other,147.186
Rec Room,Other,281.10699999999997
Rec Room Outlets,Other,3260.839
Rec Room Plus Rec SW Refrigerator,Other,284.679
Receptacle Near Stairway,Other,3.251
Receptacles,Other,190.597
"Recp Kitchen, Dining Rm",Other,1098.17
"Refer Outlets, Golf Shop",Other,959.331
"Refrig, Opposite-Side Outlets",Other,1545.262
Refrigerator,Appliances,2019.0430000000001
Refrigerator ,Other,683.188
"Refrigerator, Downstairs Bath",Other,592.421
"Refrigerator, Garbage Disposal, Wall Plugs",Other,0.006
Refrigerator/freezer,Appliances,1891.22
Rm Above,Other,9.559
Roof PV,Solar,0
RV,Other,258.884
RV Lights,Other,131.471
RV Plug,Other,188.094
RV Power,Other,44.81699999999999
Salon Outlets,Other,480.072
Sauna ,Other,0.04
"SE Small Master- Except One Outlet On Inside Wall By Closet/hall Bath, Hall Lights And Outlet, And Dinette Chandelier",Other,1953.4450000000002
Second Stage Of Furnace Heat ,Heating,27392.284
Septic,Other,4874.4259999999995
Septic Floats ,Other,1.426
Septic Tank Pump ,Other,10.302999999999999
Service Plug,Other,127.896
Shed,Other,3055.201
Shop,Other,13490.3
Shop Heat,Heating,637.879
Shop Plugs 1,Other,1895.375
Shop Plugs 2,Other,195.975
Shop Receptacle On Outside Walls,Other,45.763
Shop Sub Panel,Other,2382.694
Shop Subpanel,Other,4121.027
Show NW Basement Outlets,Other,114.503
Sink-Side Outlets,Other,243.945
Sitting Room,Other,357.558
Small Appliance,Other,117.751
Small Appliances,Other,5868.177000000001
Small Appliances 2,Other,1172.156
"Small Bathroom, Hall Lights",Other,475.01800000000003
Smoke ,Other,56.258
Smoke Alarms,Other,24.226
Smoke Detectors,Other,54.622
Smoke Detectors And Bedroom Outlets,Other,161.427
Snow Melt,Other,0.025
"Soffit Plugs North, Bath/hall Lighting",Other,101.461
Solar,Solar,0
Solar Array,Solar,0
Solar Panel And Inverter,Solar,0
Solar Plugs,Other,3801.005
Solar Power,Solar,0
Solar PV,Solar,0
"South Bedrooms, Master Bath, Master Closet",Other,148.08
South Dining Room,Other,1061.787
South Dining Room Outlets,Other,325.076
Spa,Other,15174.718
Space Heater,Heating,2760.794
Sprinkler,Other,0.062
"Sprinkler, Outdoor Plug, And Garage Outlet",Other,287.745
Stair Lights,Other,59.707
"Stairway, Bed 2",Other,440.387
Stereo & Other Electronics,Other,2748.623
Storage Room Lights And Outlets,Other,0.9309999999999999
Storeroom,Other,351.794
Stove,Appliances,142.944
Stove Exhaust,Other,40.866
"Stove Hood, Etc.",Other,359.404
Stove: Electricoven:  Electric - Stove/Oven,Appliances,102623.85499999991
Stove: Electricoven:  Electric - Stove/Oven,Other,142.061
Stove: Electricoven:  No Oven - Stove/Oven,Appliances,1650.996
Stove: Gasoven:  Dual Gas/Electric - Stove/Oven,Appliances,565.379
Stove: Gasoven:  Electric - Stove/Oven,Appliances,3269.4080000000004
Stove: Gasoven:  Gas - Stove/Oven,Appliances,1827.5710000000001
Stove: Gasoven:  No Oven - Stove/Oven,Appliances,1197.795
Stove: No Stoveoven:  Electric - Stove/Oven,Appliances,4306.6630000000005
Stove: No Stoveoven:  Electric - Stove/Oven,Other,0
Stove: Propaneoven:  Propane - Stove/Oven,Appliances,536.102
Studio AC Plug,Other,0
Studio Plugs,Other,78.417
Sub Main,Other,11065.543
Sub Panel,Other,1751.677
Sub Panel Feed For Shop,Other,27124.295
Subfeed To Garage/shop,Other,5239.74
Sump Pump,Other,8.237
Sump Pump For Basement Bathroom,Other,80.041
Sun Room Heater,Heating,11972.227
"SW Bedroom Studio, Small Blue Bedroom, Inside Wall Outlet And Master, Front Porch Outlet",Other,3984.6639999999998
Tankless Electric Hot Water Heater,Heating,547.719
Test Circuit ,Other,90.337
Toaster GFCI,Other,1497.849
Top Floor North Plugs,Other,96.872
Top Floor South Plugs,Other,855.9459999999999
Trash Compactor,Other,126.173
Trash Compactor ,Other,0.085
Tub,Other,16.775
TV + Others,Other,3496.184
TV Play,Other,846.402
TV Room,Other,35.275
TV Room & Kitchen Counter Outlets & Refrigerator,Other,1670.14
"TV Room Outlets, East Wall",Other,0
"Tv Room, Living Room",Other,1148.199
TV/VCR Outlet Only ,Other,670.707
Unclear ,Heating,1624.158
Unclear ,Other,0
Under Counter Lights,Other,1756.006
Unknown,Other,17391.879
Unknown ,Other,3478.096
Unknown - Dryer,Appliances,10831.249
"Unknown - Labeled Lighting, Could Also Include Outlets",Other,991.29
"Unknown - Lights, But May Also Include Outlets",Other,2087.001
Unknown - Mini-Split AC,Heating,0
Unknown - Packaged AC,AC,4845.4220000000005
Unknown - Packaged AC,Other,478.34999999999997
Unknown - Water Heater - Unknown,Heating,8064.864
"Unknown , Likely Furnace",Other,207.818
Unknown Cct,Other,178.753
Unknown Circuit,Other,1598.709
Unknown Circuit 1,Other,518.58
Unknown Circuit 2,Other,43.056
Unknown Device,Other,1512.988
Unknown Device Name,Appliances,868.591
Unknown Device Name,Heating,41006.141
Unknown Device Name,Other,111249.59499999994
Unknown Device Name 1,Other,0.5840000000000001
Unknown Device Name 2,Other,0.452
Unknown Equipment,Other,3497.099
Unknown Fuel Type - Bathroom Vent,Other,12040.834
Unknown Fuel Type - Central Vac,Other,772.135
Unknown Fuel Type - Dishwasher,Appliances,50072.585999999945
Unknown Fuel Type - Dishwasher,Other,0.10200000000000001
Unknown Fuel Type - Heater,Heating,3544.29
Unknown Fuel Type - Hot Tub,Other,17206.839
Unknown Fuel Type - Irrigation Pump,Other,883.7239999999999
Unknown Fuel Type - Kiln ,Other,4055.598
Unknown Fuel Type - Kitchen Vent,Other,4364.732
Unknown Fuel Type - Refrigerator/Freezer,Appliances,118919.49399999998
Unknown Fuel Type - Refrigerator/Freezer,Other,8144.713
Unknown Fuel Type - Sauna,Other,51.814
Unknown Fuel Type - Washer,Appliances,25195.92699999999
Unknown Fuel Type - Washer,Other,1517.769
Unknown Fuel Type - Water Pressure Tank,Other,321.262
Unknown Fuel Type - Well Pump,Other,413.49699999999996
Unknown Fuel Type - Whole House Fan,Other,1803.636
Unknown Lights And Outlets,Other,168.121
Unknown Unplugged Circuit,Other,52.8
Unlabeled 1,Other,591.488
Unlabeled 2,Other,1107.587
Up Bath Hall Utility Stair,Other,1529.857
Uphall Bedroom,Other,383.36400000000003
Upper Bath,Other,0
Upper South Bedroom + Attic,Other,185.041
Upstairs Bath,Other,1362.314
"Upstairs Bath Plug, Living Room",Other,437.631
Upstairs Bathroom Outlets,Other,70.408
Upstairs Bedroom,Other,673.409
Upstairs Bedroom Outlets,Other,149.877
Upstairs Except Room W/ Router,Other,1458.964
"Upstairs Hall, Bath, Utility",Other,23.595
"Upstairs Hall, Master Bed, Bath Lights",Other,812.333
Upstairs Hallway Up Br ,Other,130.043
Upstairs Heat 1,Heating,1843.641
Upstairs Heat 2,Heating,1733.142
Upstairs Lights,Other,1484.492
Upstairs Lights & Outlets,Other,1474.694
Upstairs Lights And Outlets,Other,281.755
Upstairs Lights/Plugs,Other,2594.339
Upstairs Living Room,Other,2675.305
Upstairs Outlets,Other,684.852
Upstairs Plugs,Other,21.716
"Upstairs, Microwave, Phone",Other,94.95
Util + Kit Ceiling Light,Other,1048.583
Utility,Other,1486.323
Utility Back Door Rec Room Plugs Kitchen Plugs,Other,225.912
Utility Light,Other,31.128999999999998
Utility Outlets,Other,29.753
Utility Plugs,Other,4.725
Utility Rm Htr & ?,Other,0
Utility Room,Other,60.691
Utility Room Plug,Other,181.174
"Utility, Fam, Hall",Other,3002.033
Utility/Entry/Hall Lts,Other,2129.618
Vacume,Other,0.018
Various ,Other,1434.105
Various Appliances,Other,2728.279
Various Appliances - Kitchen Outlets?,Other,3785.387
Various Lighting,Other,2935.779
Various Lights,Other,3076.487
Various Outlets,Other,6615.701
W Bedrooms,Other,4409.76
Wall Heater,Heating,6.3
Wall Outlet Kitchen,Other,24.191000000000003
Wall Outlets To Edward's Room & Edward's Room & Laundry Pointer ,Other,783.719
Warming Drawer,Other,3.593
Wash Machine,Other,154.105
Wash Room,Other,161.11100000000002
Washer,Appliances,6604.275
Washer,Other,4339.893
Washer & Dryer,Other,2115.735
Washer + Other,Other,95.26100000000001
Washer + Others,Appliances,49.699
Washer + Others,Other,35.755
Washer Dryer,Other,709.241
Washer Outlet,Other,3694.34
Washer Outlet ,Appliances,48.361
"Washer, Refrigerator, Etc",Other,1396.871
Washer/Dryer Outlet Only,Other,229.751
Washing Mach,Appliances,43.01
Washing Mach,Other,431.255
Washing Machine/Laundry Room Outlet,Appliances,296.882
Water Feature,Other,1197.421
Water Fountain,Other,266.524
Water Heater,Heating,38236.247
Water Heater ,Heating,8482.24
Water Heater + Others,Heating,59.599000000000004
Water Heater Closet Spare,Other,13.954
Water Heating,Heating,702.554
Water Softener,Other,61.762
Water Source Heat Pump,Heating,14798.958
Water Tank,Other,639.739
WaterHeating,Heating,8134.026999999999
Welder Plug,Other,0
Well Pump,Other,747.343
Well Pump & Other,Other,1254.964
Well Pump + Wrt Press Switch,Other,1479.186
Wguest Wing L&Plugs ,Other,237.776
Whirlpool Tub,Other,7.9590000000000005
Wood  - Stove/Fireplace,Heating,1.5030000000000001
Workbench,Other,5737.626
Xmas,Other,16.527
